"Facility ID","Facility Name","Short Description","Description","Facility Open Date","Facility Address 1","Facility Address 2","Facility City","Facility State","Facility Zip Code","Facility Phone Number","Facility Fax Number","Facility Website","Facility County Code","Facility County","Regional Office ID","Regional Office","Main Site Name","Main Site Facility ID","Operating Certificate Number","Operator Name","Operator Address 1","Operator Address 2","Operator City","Operator State","Operator Zip Code","Cooperator Name","Cooperator Address","Cooperator Address 2","Cooperator City","Cooperator State","Cooperator Zip Code","Ownership Type","Facility Latitude","Facility Longitude","Facility Location"
"13007","X-Treme Care, LLC","LHCSA","Licensed Home Care Services Agency","09/12/2011","839 58th Street","4f","Brooklyn","New York","11220","7189722528","7189722569","www.xtcare.com","7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1630L002","X-Treme Care, LLC","212-12 Northern Boulevard","3rd Floor","Bayside","New York","11361",,,,,"New York",,"LLC","40.636178","-74.007143","(40.636178, -74.007143)"
"3761","Yonkers Community Health Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","06/08/1987","30 South Broadway",,"Yonkers","New York","10701","9149684898",,,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle","Westchester Community Health Center","1727","5903200R","Mt Vernon Neighborhood Health Center Inc","107 W 4th Street",,"Mt Vernon","New York","10550",,,,,"New York",,"Not for Profit Corporation","40.932888","-73.89872","(40.932888, -73.89872)"
"13180","JS Homecare Agency of NY, Inc","LHCSA","Licensed Home Care Services Agency","12/10/2012","4318 8th Avenue",,"Brooklyn","New York","11232","7186868866","7186868865",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1906L001","JS Homecare Agency of NY, Inc","4318 8th Avenue",,"Brooklyn","New York","11232",,,,,"New York",,"Business Corporation","40.644799","-74.000272","(40.644799, -74.000272)"
"951","St Johnland Nursing Center, Inc","NH","Residential Health Care Facility - SNF","02/01/1989","395 Sunken Meadow Road",,"Kings Park","New York","11754","6312695800","6312695876",,"51","Suffolk","7","Metropolitan Area Regional Office - Long Island",,,"5157311N","St Johnland Nursing Center, Inc","395 Sunken Meadow Road",,"Kings Park","New York","11754",,,,,"New York",,"Not for Profit Corporation","40.90197","-73.240585","(40.90197, -73.240585)"
"13354","All Heart Homecare Agency Inc.","LHCSA","Licensed Home Care Services Agency","08/27/2015","1664 East 14th Street","Suite 201","Brooklyn","New York","11229","7186270300","7186270330",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"2178L001","All Heart Homecare Agency Inc.","1664 East 14th Street","Suite 201","Brooklyn","New York","11229",,,,,"New York",,"Business Corporation","40.60871","-73.959499","(40.60871, -73.959499)"
"15284","Home Instead Senior Care","LHCSA","Licensed Home Care Services Agency","05/13/2022","84 New Dorp Plaza, Suite 209",,"Staten Island","New York","10306","7184771266","7189802875",,"7097","Richmond","5","Metropolitan Area Regional Office - New York City",,,"2420L001","Care for Seniors, LLC","84 Dorp Plaza, Suite 209",,"Staten Island","New York","10306",,,,,"New York",,"LLC","40.57296","-74.11743","(40.57296, -74.11743)"
"7802","Premier Healthcare Remsen Street","DTC-EC","Diagnostic and Treatment Center Extension Clinic","05/10/1999","175 Remsen Street",,"Brooklyn","New York","11201","7183061300",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","Premier Healthcare D & T Center","7057","7002154R","Premier Healthcare, Inc","460 West 34th Street",,"New York","New York","10001",,,,,"New York",,"Not for Profit Corporation","40.693329","-73.991539","(40.693329, -73.991539)"
"15741","Soho Ambulatory Surgery Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","02/06/2025","168 Centre Street",,"New York","New York","10013","6465910539",,,"7093","New York","5","Metropolitan Area Regional Office - New York City","Flushing Endoscopy Center, LLC","9493","7003278R","Flushing Endoscopy Center, LLC","136-02 Roosevelt Avenue",,"Flushing","New York","11354",,,,,"New York",,"LLC","40.71821","-73.99962","(40.71821, -73.99962)"
"704","St Anthony Community Hospital","HOSP","Hospital","01/01/1901","15 Maple Avenue",,"Warwick","New York","10990","8459862276",,,"35","Orange","6","Metropolitan Area Regional Office - New Rochelle",,,"3529000H","St. Anthony's Community Hospital","15-19 Maple Avenue",,"Warwick","New York","10990","Bon Secours Charity Health System Inc.","255 Lafayette Avenue",,"Suffern","New York","10901","Not for Profit Corporation","41.260586","-74.357185","(41.260586, -74.357185)"
"1160","Yates Co Board of Supervisors c/o County Physicians","DTC","Diagnostic and Treatment Center","09/27/1979","417 Liberty Street",,"Penn Yan","New York","14527","3155365160",,,"61","Yates","2","Western Regional Office - Rochester",,,"6120200R","Yates County","226 Main Street",,"Penn Yan","New York","14527",,,,,"New York",,"County","42.66309","-77.057617","(42.66309, -77.057617)"
"15104","Holbrook Adult Home","AH","Adult Home","01/08/1992","73 North Street",,"Granville","New York","12832","5186423476","5186423801",,"57","Washington","4","Capital District Regional Office",,,"760-F-014","73 North of Granville, Inc.","73 North Street",,"Granville","New York","12832-1136",,,,,"New York",,"Business Corporation","43.413328","-73.265622","(43.413328, -73.265622)"
"7001","PS/MS 306",,"School Based Diagnostic and Treatment Center Extension Clinic","10/28/1996","40 W Tremont Avenue",,"Bronx","New York","10453",,,,"7094","Bronx","5","Metropolitan Area Regional Office - New York City","Morris Heights Health Center","1307","7000236R","Morris Heights Health Center Inc","70 West Burnside Ave",,"Bronx","New York","10453",,,,,"New York",,"Not for Profit Corporation","40.851929","-73.910385","(40.851929, -73.910385)"
"10057","Juan Morel Campos Campus","HOSP-SB","School Based Hospital Extension Clinic","07/05/2017","215 Heyward Street",,"Brooklyn","New York","11206","7186307608",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","NYU Langone Hospitals","1463","7002053H","NYU Langone Hospitals","550 First Avenue",,"New York","New York","10016",,,,,"New York",,"Not for Profit Corporation","40.702898","-73.954386","(40.702898, -73.954386)"
"13719","Nascentia Home Aides","LHCSA","Licensed Home Care Services Agency","10/01/1987","1050 West Genesee Street",,"Syracuse","New York","13204","3154764295","3154760538","www.nascentiahealth.org","33","Onondaga","3","Central New York Regional Office",,,"6027L001","Home Aides Of Central New York, Inc.","1050 West Genesee Street",,"Syracuse","New York","13204",,,,,"New York",,"Not for Profit Corporation","43.054255","-76.17259","(43.054255, -76.17259)"
"12545","People Care Incorporated","LHCSA","Licensed Home Care Services Agency","05/11/1993","4 N Jerusalem Ave",,"Hicksville","New York","11801-2908","5164332600","5164333209","www.peoplecare.com","29","Nassau","7","Metropolitan Area Regional Office - Long Island",,,"0505L002","People Care Incorporated","1649 61St Street",,"Brooklyn","New York","11204",,,,,"New York",,"Business Corporation","40.768051","-73.525843","(40.768051, -73.525843)"
"13554","Galaxy Home Care Inc.","LHCSA","Licensed Home Care Services Agency","09/11/2019","224 Kings Highway",,"Brooklyn","New York","11223","7182478300","7182478301",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"2539L001","Galaxy Home Care Inc.","224 Kings Highway",,"Brooklyn","New York","11223",,,,,"New York",,"Business Corporation","40.60531","-73.98253","(40.60531, -73.98253)"
"12762","At Home Care Partners, Incorporated","LHCSA","Licensed Home Care Services Agency","01/02/2004","189 Main Street",,"Oneonta","New York","13820","7188282666","7187821538","ahcnys.org","38","Otsego","4","Capital District Regional Office",,,"1107L001","At Home Care Partners, Incorporated","189 Main Street","Suite 403","Oneonta","New York","13820",,,,,"New York",,"Not for Profit Corporation","42.45395","-75.06221","(42.45395, -75.06221)"
"158","Guthrie Cortland Medical Center","HOSP","Hospital","01/01/1901","134 Homer Avenue",,"Cortland","New York","13045","6077567525",,,"11","Cortland","3","Central New York Regional Office",,,"1101000H","Guthrie Cortland Medical Center","134 Homer Avenue",,"Cortland","New York","13045","The Guthrie Clinic","1 Guthrie Square",,"Sayre","New York","18840","Not for Profit Corporation","42.609051","-76.186195","(42.609051, -76.186195)"
"194","Ferncliff Nursing Home Co Inc","NH","Residential Health Care Facility - SNF","01/01/1901","21 Ferncliff Drive",,"Rhinebeck","New York","12572","8458762011",,,"13","Dutchess","6","Metropolitan Area Regional Office - New Rochelle",,,"1327300N","Ferncliff Nursing Home Co Inc","Po Box 386 River Road",,"Rhinebeck","New York","12572","Catholic Health Care System","205 Lexington Avenue, 3rd Floor",,"New York","New York","10016","Not for Profit Corporation","41.941833","-73.935341","(41.941833, -73.935341)"
"9680","Island Digestive Health Center","DTC","Diagnostic and Treatment Center","05/22/2014","471 Montauk Highway",,"West Islip","New York","11795",,,,"51","Suffolk","7","Metropolitan Area Regional Office - Long Island",,,"5154211R","Island Digestive Health Center, LLC","471 Montauk Highway",,"West Islip","New York","11795",,,,,"New York",,"LLC","40.697083","-73.311409","(40.697083, -73.311409)"
"3991","Ithaca Dialysis Center","DTC","Diagnostic and Treatment Center","12/01/1997","201 Dates Drive Suite 206",,"Ithaca","New York","14850","6072739111",,,"54","Tompkins","3","Central New York Regional Office",,,"5401204R","Empire State DC, Inc","1305 Utica Avenue",,"Brooklyn","New York","11203",,,,,"New York",,"Business Corporation","42.472073","-76.538101","(42.472073, -76.538101)"
"10272","Ralph Lauren Center for Cancer Care and Prevention","HOSP-EC","Hospital Extension Clinic","04/01/2019","1919 Madison Avenue",,"New York","New York","10035","2125375363",,,"7093","New York","5","Metropolitan Area Regional Office - New York City","Memorial Hospital for Cancer and Allied Diseases","1453","7002020H","Memorial Hospital for Cancer and Allied Diseases Inc","1275 York Avenue",,"New York","New York","10021",,,,,"New York",,"Not for Profit Corporation","40.804849","-73.941093","(40.804849, -73.941093)"
"12847","Freedom Eldercare","LHCSA","Licensed Home Care Services Agency","07/01/2008","312 West 36th Street",,"New York","New York","10018-6436","8667373366","8667523558",,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"1315L001","Freedom Healthcare, Llc","312 West 36th Street","2nd Floor","New York","New York","10018-6436",,,,,"New York",,"LLC","40.753689","-73.993268","(40.753689, -73.993268)"
"4567","Philip Randolph Campus HS","HOSP-SB","School Based Hospital Extension Clinic","07/01/1992","135th St at Convent Ave",,"New York","New York","10031","2125234295",,,"7093","New York","5","Metropolitan Area Regional Office - New York City","Mount Sinai Hospital","1456","7002024H","The Mount Sinai Hospital","One Gustave L Levy Place",,"New York","New York","10029","Mount Sinai Hospitals Group, Inc.","One Gustave L. Levy Place",,"New York","New York","10029","Not for Profit Corporation","40.818394","-73.950867","(40.818394, -73.950867)"
"492","Emerge Nursing and Rehabilitation at Glen Cove","NH","Residential Health Care Facility - SNF","03/31/1998","2 Medical Plaza",,"Glen Cove","New York","11542","5166710858","5166710988",,"29","Nassau","7","Metropolitan Area Regional Office - Long Island",,,"2901304N","Montclair Care Center, Inc","2 Medical Plaza",,"Glen Cove","New York","11542",,,,,"New York",,"Business Corporation","40.874683","-73.623032","(40.874683, -73.623032)"
"462","The Maplewood Nursing Home","NH","Residential Health Care Facility - SNF","01/01/1901","100 Daniel Drive",,"Webster","New York","14580","5858721800",,,"27","Monroe","2","Western Regional Office - Rochester",,,"2729301N","Maplewood Senior Care, Inc.","100 Daniel Drive",,"Webster","New York","14580",,,,,"New York",,"Business Corporation","43.212967","-77.435051","(43.212967, -77.435051)"
"5967","South Troy Primary Care Center","HOSP-EC","Hospital Extension Clinic","03/29/1996","79 Vandenburgh Avenue",,"Troy","New York","12180",,,,"41","Rensselaer","4","Capital District Regional Office","Samaritan Hospital","756","4102002H","Samaritan Hospital of Troy NY Inc","2215 Burdett Avenue",,"Troy","New York","12180","St. Peter's Health Partners","315 South Manning Boulevard",,"Albany","New York","12208","Not for Profit Corporation","42.696468","-73.68811","(42.696468, -73.68811)"
"10219","HSS East Side Outpatient Center","HOSP-EC","Hospital Extension Clinic","11/09/2018","1233 Second Avenue",,"New York","New York","10065",,,,"7093","New York","5","Metropolitan Area Regional Office - New York City","Hospital for Special Surgery","1447","7002012H","NY Society for the Relief of The Ruptured & Crippled","535 East 70th St",,"New York","New York","10021",,,,,"New York",,"Not for Profit Corporation","40.763998","-73.961976","(40.763998, -73.961976)"
"10274","Long Island City Dialysis","DTC-EC","Diagnostic and Treatment Center Extension Clinic","04/17/2019","30-46 Northern Boulevard",,"Long Island City","New York","11101","7187521601",,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","Port Washington Dialysis Center","9926","2951206R","True North Dialysis Center, LLC","1 Cisney Avenue",,"Floral Park","New York","11001",,,,,"New York",,"LLC","40.751163","-73.934355","(40.751163, -73.934355)"
"9333","Bassett Healthcare - Clinton","HOSP-EC","Hospital Extension Clinic","12/14/2011","34 Chenango Avenue",,"Clinton","New York","13323","3158535550","3158535549",,"32","Oneida","3","Central New York Regional Office","Mary Imogene Bassett Hospital","746","3824000H","Mary Imogene Bassett Hospital Inc","Atwell Road",,"Cooperstown","New York","13326","Bassett Healthcare Network","1 Atwell Road",,"Cooperstown","New York","13326","Not for Profit Corporation","43.049747","-75.380699","(43.049747, -75.380699)"
"13323","Ameristar Homecare Services LLC","LHCSA","Licensed Home Care Services Agency","10/16/2015","116-16 Queens Boulevard","Suite 204","Forest Hills","New York","11375","7183371100","7183371101","www.ameristarhc.com","7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"2129L001","Ameristar Homecare Services LLC","116-16 Queens Boulevard","Suite 204","Forest Hills","New York","11375",,,,,"New York",,"LLC","40.596043","-73.753834","(40.596043, -73.753834)"
"14916","Ashton Place","EHP","Enriched Housing Program","11/28/2005","190 Ashton Court",,"Clifton Springs","New York","14432","3154623140","3154625770","www.ashtonplaceny.com#http://www.ashtonplaceny.com#","34","Ontario","1","Western Regional Office - Buffalo",,,"530-S-005","Clifton Park Associates, LLC","190 Ashton Court",,"Clifton Springs","New York","14432-9781",,,,,"New York",,"LLC","42.966982","-77.141536","(42.966982, -77.141536)"
"606","Masonic Care Community of New York","NH","Residential Health Care Facility - SNF","01/01/1901","2150 Bleecker Street",,"Utica","New York","13501","3157984800",,,"32","Oneida","3","Central New York Regional Office",,,"3202308N","Trustees Masonic Hall and Asylum Fund","71 West 23rd Street",,"New York","New York","10010",,,,,"New York",,"Not for Profit Corporation","43.08913","-75.189423","(43.08913, -75.189423)"
"13935","Individual Home Care Provider, Incorporated","LHCSA","Licensed Home Care Services Agency","10/17/1997","2364 Middle Country Rd.",,"Centereach","New York","11720-3502","6314674435","6314676962",,"51","Suffolk","7","Metropolitan Area Regional Office - Long Island",,,"9934L001","Individual Home Care Provider, Incorporated","2364 Middle Country Rd.",,"Centereach","New York","11720",,,,,"New York",,"Business Corporation","40.857981","-73.095039","(40.857981, -73.095039)"
